user_id,item_id,timestamp
195,241,881250949
185,301,891717742
21,376,878887116
243,50,880606923
165,345,886397596
297,473,884182806
114,264,881171488
252,464,891628467
304,450,886324817
5,85,883603013
61,256,879372434
285,1013,879781125
199,221,876042340
209,39,891035994
223,28,888104457
302,784,879485318
121,386,879270459
193,273,879539794
290,1041,874834944
233,1183,892079237
118,391,886176814
166,485,892738452
298,143,877881320
290,117,874833878
307,0,887736532
94,545,879196566
37,94,892430094
101,767,883748450
62,276,875747401
159,233,876861185
49,245,877052329
300,97,882075827
224,192,879539727
289,87,880731963
96,193,884238860
156,273,886890835
180,1080,878962623
277,602,891295330
275,795,874791932
6,31,891350932
9,15,877888877
283,303,885329322
200,978,884114233
275,563,874791805
286,326,875333916
245,200,884921594
241,1136,879741196
248,240,879641194
98,3,886519097
177,331,882823437
250,99,886271884
80,431,876535131
259,321,890618898
24,180,885853415
58,195,888205088
71,678,880037164
86,383,879877127
289,142,880474293
41,422,881107687
291,514,881103977
114,19,881171009
19,287,879667584
200,218,884112673
12,525,882141053
245,918,884920949
137,25,879024232
166,231,892738341
59,426,883326620
56,303,883698581
222,273,891550094
188,511,893277702
242,14,879987440
91,1048,890251826
245,415,884923047
193,164,879546723
240,689,887249482
177,247,882823954
253,1443,886475558
292,4,888906576
126,228,884364867
224,236,879539643
298,228,878192429
224,479,879540748
275,53,874791025
290,143,874835091
221,365,878183381
266,517,878971773
41,402,881108684
10,110,891903862
94,624,888954412
7,337,879361873
161,24,877635573
86,1015,879876194
278,153,875296291
144,274,885557505
118,1152,874781198
61,497,879373848
61,381,879375537
27,208,881961214
134,22,879857765
31,293,883709863
89,381,891383835
285,207,877531942
292,684,888905170
215,143,880234639
165,327,886397722
249,495,878090499
270,131,885848672
159,173,876860807
264,117,875320714
197,497,884207492
41,95,881107178
167,150,884288058
109,306,886987260
57,143,884304936
89,647,891384754
270,345,885844430
61,20,879373460
278,831,881375854
236,513,879376641
93,788,891720887
127,484,879966895
297,316,884182806
43,194,878347874
263,199,886122352
193,384,879524643
71,194,880037702
221,749,883815120
249,263,878089182
40,264,890687042
223,244,888082216
81,134,878769629
261,1146,879791710
292,470,888904884
215,657,880245029
249,139,878092059
58,22,888205300
285,378,877533771
243,814,880605185
6,478,891352010
173,367,886434402
86,273,879876734
193,1210,879551380
81,1133,884714402
12,835,882139746
12,271,884538403
243,755,880605157
304,426,886323090
94,786,888954930
42,13,883955745
298,954,889502823
56,418,883698454
83,404,883452363
268,503,891449922
298,110,877878184
193,465,879525876
159,134,876860807
98,267,885678247
9,485,877886846
258,116,874724988
84,426,879456350
302,918,879467295
212,272,878870987
120,513,891387947
89,97,891383204
48,558,888067405
41,793,881108425
154,322,879371261
67,116,876973939
171,176,875537965
18,3,885412840
267,230,875744136
4,1,875636053
304,116,886324028
43,293,883612356
42,136,875975656
278,1335,875298353
79,465,887401701
253,163,886472768
297,280,884183336
278,1239,892174404
65,297,883601324
17,442,880130193
267,1034,875542174
98,78,885680138
12,97,881515011
25,257,891347949
6,454,891353086
221,754,878183481
199,672,884128554
118,327,876923913
212,171,878955442
275,321,874786392
93,1216,891723086
129,378,875801662
37,327,892428688
159,718,876857977
292,1266,888906966
25,929,891385985
129,215,875216545
91,1078,886443455
255,451,882164999
0,60,878542420
71,47,880036718
55,754,892910207
12,359,882140926
14,404,879455957
91,76,875654637
206,475,884386343
291,173,881105481
231,482,888549622
250,747,886272175
223,25,888104153
180,219,878962392
258,254,874724710
304,470,886323648
51,279,882922806
160,201,891170769
147,407,877399018
124,234,892838559
96,227,884238860
57,1097,884304936
82,233,887665548
89,346,891383319
271,177,879455113
193,180,879521396
124,477,879454628
109,687,886987605
298,13,877877775
150,9,879524921
268,126,891446165
5,13,883599249
53,105,880937882
302,68,879467542
15,943,877727122
300,789,882078621
275,1090,874793035
304,213,886323068
193,1027,879541148
90,322,891438397
86,553,879875940
293,108,877819599
285,170,877531791
199,317,884128458
228,327,891632142
177,567,882826555
302,841,879484804
61,64,879374686
206,590,876018608
91,171,875653271
300,400,882078040
35,338,882157581
69,745,884150257
62,241,875747190
27,200,881961671
278,67,875307407
249,6,878089716
13,97,890881335
298,1017,889502324
193,53,879525876
302,814,879485532
118,236,874775038
294,217,879966498
267,929,875742942
267,1,875744173
65,257,883601089
232,201,879394264
82,622,880308578
213,333,891542540
191,475,881368243
99,343,891374868
267,144,875744501
300,55,882076587
306,88,879283786
233,140,892334609
82,575,880308755
180,263,878961624
296,132,875240090
37,152,892430369
6,381,891352093
263,812,886122952
180,871,878961814
200,145,884140579
84,506,879456199
268,366,891450023
58,467,888205855
285,142,889651549
192,95,889124507
112,594,875936424
291,10,881104093
129,1013,876250718
274,97,875155140
188,519,893265380
218,81,889452455
217,208,877488546
122,426,879873020
118,221,874775311
157,176,880134407
221,117,877563802
301,321,879436875
278,500,875308843
300,78,882076403
180,2,878963441
200,694,884140115
12,197,881515193
0,188,888732928
144,236,875270570
22,384,874786462
200,766,884114505
295,704,884197193
41,545,881105817
32,871,891964230
300,553,882078830
15,63,877720297
94,134,879197562
153,356,879138713
76,483,884733766
295,507,884196584
301,302,879436785
243,672,880606667
221,76,878183616
12,214,882140588
15,704,877722736
269,451,876956264
144,14,875270655
186,63,879465631
199,303,876041644
169,748,887646170
100,828,877136138
183,217,889909840
127,203,879967478
180,1294,878961781
183,152,889911285
0,32,878542699
0,159,875072547
183,320,889906967
53,594,880937813
93,342,891725009
127,507,879967767
22,322,874784266
300,226,882077222
300,190,882075672
111,902,892440172
81,182,878769848
221,723,878181976
217,429,877488316
307,1196,887739521
302,133,879467959
132,750,890588547
214,211,891435680
68,255,882126156
253,661,887347350
275,1,874792436
103,983,888442575
62,1066,875747514
266,409,878970785
12,55,881515011
239,878,885775745
285,236,875806800
293,270,889241426
89,1085,891384424
17,25,880129731
91,228,875656201
307,648,887739292
143,88,888105691
190,301,891560253
58,950,888206409
199,95,884129409
15,196,877726146
60,677,892302309
270,198,885848448
270,708,885849325
141,168,888640356
274,596,876197678
221,150,878182109
86,39,879876917
206,257,877879172
271,1392,879454663
176,332,880130397
206,1114,879664906
298,576,889503806
270,377,885849447
304,424,886324486
48,958,888068912
93,1223,891722802
129,1016,874953895
9,174,877888677
202,320,880433418
190,285,891560842
42,322,875975110
20,557,874951695
196,95,891409839
12,343,888073635
193,65,879527264
233,205,892334543
307,401,887740700
307,639,887737036
268,521,891447773
93,264,891721889
267,61,875310824
271,11,879455254
120,290,891390477
295,19,884196921
133,285,891732334
179,461,877544218
233,611,892079140
103,116,888465972
37,757,892434626
268,844,891456255
6,162,891353444
233,1450,892078343
274,404,876197645
51,249,882922661
101,822,888801465
12,185,890704999
177,730,882827532
235,70,890116671
255,780,882165296
262,175,891299752
243,185,880605697
278,1180,875314001
42,814,883956189
82,77,880309089
150,196,879528710
253,435,886474216
108,630,880579371
296,715,875239422
248,187,879641067
143,698,888106106
300,603,882075994
63,391,889737542
91,500,875653665
221,96,878181739
267,435,875310745
292,134,888905550
212,172,878955442
159,459,876861185
12,497,882139901
58,714,888205921
4,16,875636198
124,162,879454956
173,314,886432749
113,504,881260203
212,514,878870518
22,195,874786926
127,14,879968827
238,55,889179478
180,278,878962955
290,79,875086354
249,237,878089963
200,648,884114275
59,59,883327734
180,324,878961814
118,406,887038665
286,0,875334088
215,227,880245642
215,530,880233810
202,470,880434463
91,586,875660408
12,891,882774224
212,175,878956338
285,287,875806672
116,1046,881009697
98,110,885678886
10,557,891904214
64,46,879216672
294,193,879517412
268,216,891451610
84,258,881705026
249,595,878089921
136,143,881433689
200,959,884112077
256,136,882049932
110,327,891679939
90,479,891438875
214,210,891436202
180,937,878961586
188,1059,893264301
0,19,887431883
302,403,879468375
298,304,879737314
186,209,879465242
221,277,877563913
213,567,892668197
292,769,888906655
284,190,890595859
302,251,879544791
95,155,884402860
71,1109,880037334
114,1066,881171009
6,429,891352178
115,349,886977926
72,479,888625753
268,245,891457067
262,418,891299514
69,430,884150257
220,474,875244204
71,181,880036515
24,356,885852757
289,49,880473582
188,525,893266205
298,302,877618584
263,293,886121516
199,364,884129962
186,134,879465653
183,186,889909024
62,288,875746985
12,228,882397650
297,485,884183063
234,184,889655435
61,711,879376178
245,93,884923505
53,741,880934806
62,761,875747688
10,731,891904596
91,167,875653723
7,549,879362356
306,173,879283480
302,199,879468459
255,848,882164603
71,53,880036854
163,405,889402389
116,149,880125101
223,76,888103872
192,868,889127811
93,183,891720862
280,337,881200457
129,108,874953794
127,370,879966954
93,719,891723593
181,844,885613067
128,872,883245452
253,228,886474580
63,380,879365491
150,175,879524293
44,24,881014015
192,878,889123257
275,921,889174849
275,56,874787526
233,186,892079140
180,305,878962006
20,369,874951293
292,248,888905229
263,720,886123656
9,610,877886722
196,345,891409070
275,141,874792945
307,426,887736584
220,942,875246759
130,125,883681514
267,823,876518557
108,7,880572642
197,57,884208173
229,679,880484286
180,740,878962918
191,1060,881368891
233,447,892335501
89,899,891382309
192,940,889124890
127,602,879966839
125,904,887855283
243,264,880606634
89,288,891382310
156,24,886890787
304,70,886323684
118,381,874781742
20,221,874951382
230,180,888605273
279,507,891700453
287,131,886374129
278,1496,890780576
300,32,882078228
71,698,880036783
89,258,891382392
307,54,887738760
58,741,888203053
93,743,891721462
129,641,875216933
25,1014,891352136
55,120,892679480
81,507,884714249
61,11,879373613
275,39,874791871
180,1014,878963121
151,300,880147407
177,844,882824291
216,596,889070087
78,302,891271203
137,483,879024127
307,80,887737293
74,283,884050393
268,197,891447062
306,93,877122695
221,780,881059677
120,739,891390544
268,21,891448072
12,863,882141924
229,741,880485043
268,506,891448800
238,1098,889179253
244,1027,888513447
55,545,892679460
294,960,879519556
270,1027,885848102
221,811,881059117
68,239,882126156
9,6,877892210
21,375,878887112
293,930,889242857
81,716,884714492
278,398,875313859
