user_id,item_id
0,9372
0,16128
0,17817
0,6757
0,19867
1,3483
1,3874
1,13254
2,25113
2,25109
2,25129
3,13469
3,23696
4,19567
4,14324
5,10554
5,15218
5,20267
6,9721
7,14567
7,17362
7,9351
7,12743
8,29463
9,8880
9,9273
9,14410
9,739
9,12583
9,21630
9,22278
10,9835
10,20939
11,22508
11,27493
11,22104
11,21631
11,27556
11,7571
12,6195
12,20331
13,25253
13,13626
13,18666
14,9814
14,32697
14,3877
15,22406
15,20726
16,1343
16,1402
16,12238
16,9995
16,10600
17,8556
17,977
17,1404
17,3675
17,20133
17,974
17,2131
18,3183
18,9372
18,15485
19,20610
19,34257
19,24165
20,7795
20,26111
20,8235
20,29165
20,21664
20,1130
20,22724
20,21611
20,25470
20,19250
20,13513
20,29883
20,24164
20,32669
20,26257
20,23462
20,23278
20,9931
21,22786
21,23080
21,17028
21,29449
21,29450
22,27685
22,28706
22,32754
22,32624
23,28261
23,29237
23,29756
24,23394
24,12862
24,28614
24,11429
25,3964
25,20912
26,24772
27,11830
27,743
27,9060
27,6463
28,8847
28,1074
28,12461
28,31657
28,6438
28,12361
28,12388
28,29836
28,20385
28,29302
29,16490
29,6589
29,8219
29,8233
29,8234
29,15108
29,21502
29,3247
29,15107
29,17292
29,18575
29,21138
29,21507
29,26963
29,28479
29,28270
29,13056
29,17647
30,3165
30,20484
31,15933
31,26221
31,9962
32,8973
32,25945
32,33268
32,9431
32,14432
32,18796
32,25983
32,26016
32,31645
32,26017
33,3364
34,1310
34,17803
34,29884
35,30236
35,7626
35,469
36,2404
36,27716
37,27410
37,740
37,27309
37,2459
38,10138
38,27110
39,7007
39,8864
39,8865
39,19324
39,29311
39,31923
40,1786
40,2351
40,2799
40,2802
41,15457
41,14424
41,14817
42,16157
42,17013
42,14125
43,14337
43,16710
43,15510
44,6502
45,248
45,7597
45,20181
46,29845
46,32367
47,5756
47,1257
47,4935
47,5869
47,16731
47,22169
47,4646
47,12823
47,13504
48,21053
48,21057
48,33815
49,3055
49,28983
50,9613
50,23433
50,9763
51,27817
51,31811
51,32219
52,14241
52,22104
52,32571
52,24
52,16456
52,26945
53,22850
53,26923
53,30898
54,21053
54,28764
54,2000
54,24435
54,5541
54,12415
54,24538
54,33456
54,8521
55,21059
55,23242
56,12605
56,25052
57,4712
57,93
58,14308
58,17001
59,9521
60,25116
60,20897
60,25104
61,3731
62,20877
62,6614
62,20343
62,29647
62,4256
63,29211
63,31440
63,31535
63,14963
64,532
64,4430
65,8634
65,16738
65,22115
66,11527
66,15664
66,17668
67,3455
68,26204
69,16751
69,19437
69,32481
70,13315
70,4469
71,24336
71,32940
72,21211
72,11756
73,16202
73,25648
73,25673
74,25090
75,12428
75,23311
75,23987
75,23441
75,28803
75,11321
75,13640
75,25656
75,8986
75,33127
75,26
75,24690
76,12113
76,12188
77,462
77,27236
77,10019
77,21729
77,7033
78,17419
78,12648
79,26080
80,14315
80,17705
80,20031
80,25588
81,21915
81,1477
81,13559
81,25252
81,33422
81,34386
81,5801
81,25357
81,10539
81,32419
82,20276
82,25070
82,33742
82,11036
82,25082
82,33941
82,31901
82,32737
82,34057
82,4031
82,7365
82,10252
82,22556
82,26657
82,30617
83,3595
83,13629
83,6157
83,14216
84,12415
84,22160
84,32968
85,13784
86,19357
86,2825
86,1357
86,1798
87,3449
87,10198
87,23238
88,7040
88,16876
88,26938
89,15966
89,16183
89,21150
89,16085
89,6261
89,1388
89,16451
89,22680
89,26396
89,246
89,581
89,14311
90,156
90,14903
90,27395
91,24877
92,10135
92,24026
92,25274
92,28907
92,25239
92,11306
92,21234
92,22426
92,27720
92,33026
93,23388
93,14358
93,4130
93,11432
94,4936
94,8045
94,27853
94,11236
94,29879
94,1173
94,15335
94,16788
94,1246
95,6851
95,667
95,5082
96,5501
96,3201
96,4877
96,6953
97,15946
97,3979
97,9181
97,35
97,28785
97,12433
97,15555
97,31896
97,32177
97,910
98,19571
98,5086
98,8547
99,753
99,804
99,4935
99,9110
99,9521
99,20239
100,13089
100,13187
100,541
100,29365
100,11775
101,9948
101,12174
101,13405
101,13827
101,4979
101,14596
101,9466
101,21402
101,21852
101,24345
101,24349
101,21606
101,26110
101,29607
101,29723
101,29269
101,30110
101,20576
101,29900
101,34538
101,34461
101,34473
101,34395
101,34710
101,34459
102,6442
103,24779
103,24784
103,29259
103,7926
103,29711
103,30545
103,29228
103,15115
103,29791
103,22079
103,34085
103,7779
103,16475
103,25672
104,11417
104,11734
104,11735
104,11861
104,14730
104,18373
104,12955
104,13585
104,18127
105,10705
105,21201
105,2863
106,16831
106,25453
106,26661
106,12183
106,22506
106,1218
106,24516
106,22508
107,1432
107,4213
107,15561
108,1010
108,12969
109,12186
109,5568
109,11002
109,14493
110,13447
110,13476
110,22684
110,29497
110,31644
110,9647
111,1842
111,32835
111,21589
111,27389
111,31997
111,16469
112,18985
112,200
113,19631
113,20255
114,5081
114,528
114,31148
114,17870
114,31114
114,29885
114,34913
114,12056
114,4180
114,11387
114,11297
114,14399
115,1316
115,3681
115,18791
115,13295
115,26346
115,4327
115,10734
115,11712
115,13426
116,2568
116,7340
117,391
117,8223
117,15742
118,31878
118,25598
118,26995
118,28540
118,32829
119,34209
119,34803
119,34664
120,24738
120,10557
120,32945
120,33867
121,10524
121,1257
121,1517
121,25563
121,27597
121,22104
121,17656
121,23960
121,24891
121,22188
121,27389
121,19677
121,22967
121,25871
121,25921
121,26646
121,27497
121,27556
121,27781
121,29497
121,31412
121,33003
121,31415
121,32898
121,32929
121,12333
121,30869
121,11165
121,23629
121,29852
121,32926
121,16469
121,32899
121,32938
121,32946
121,32961
122,1892
122,6738
122,22899
122,28369
122,30374
122,22549
122,2622
122,8263
122,3567
123,6445
123,15031
123,17085
123,21103
124,6605
124,23456
