user_id,item_id
0,9449
0,9839
0,10076
0,11155
1,3309
1,4572
1,9079
1,4136
2,4208
2,4386
2,6362
2,453
2,5665
2,8649
2,8876
3,8968
3,10130
3,8823
3,8650
3,10147
3,3495
4,8935
4,5097
4,8071
4,8346
4,10162
5,3614
5,9884
5,3905
5,8661
5,8029
5,2713
5,6004
5,9211
5,4643
6,9580
6,9621
6,9766
7,5380
7,456
7,2419
7,4276
7,2938
8,4184
8,598
8,1177
8,947
9,7139
9,2999
9,3895
9,7559
9,3903
9,3904
9,6606
9,7861
9,9559
9,10265
9,8607
9,1520
9,6605
9,7396
9,7788
9,7848
9,8465
9,8612
9,10041
9,10363
9,10321
9,5180
9,5849
9,8481
9,7523
9,9493
10,10841
10,3530
10,277
10,1218
10,4234
11,10112
11,454
11,10093
11,1189
12,3226
12,4194
12,4195
12,8042
12,10573
12,10579
12,11233
13,5062
13,6968
13,7297
13,6230
14,186
14,3513
14,8198
15,663
15,2243
15,2645
16,6280
16,8823
16,11360
16,12
16,7121
16,9431
16,10034
17,8445
17,9193
17,9194
18,2161
18,81
18,5999
19,6308
19,7294
19,436
20,4504
20,2099
20,4747
21,330
21,331
21,2016
22,4060
22,7228
22,8825
23,1415
23,5014
23,5015
24,5604
24,5144
24,6049
24,9777
25,11148
25,5489
25,5522
26,270
26,10084
26,276
26,4667
26,8683
26,9368
26,10597
26,3231
26,8582
27,6726
27,8568
27,10510
28,5039
28,1823
28,3403
28,4732
28,8989
29,6902
29,6992
29,8470
29,6943
29,2846
29,687
29,6250
29,7116
29,9030
29,9946
29,10544
29,184
29,359
29,6310
30,9228
30,6333
30,1879
30,5180
30,5193
31,2244
31,3802
31,10238
31,10777
31,641
31,6677
32,3142
32,406
32,2308
33,5305
33,23
33,10453
34,466
34,490
34,2243
34,4309
34,4504
34,8217
35,3877
35,4652
35,5510
35,5966
35,6115
35,2269
35,6002
35,6433
35,4482
35,8558
35,8729
35,9455
35,9459
35,9591
35,8643
35,9883
35,9250
35,2618
35,2619
35,9252
35,2616
35,2617
35,4438
35,9249
35,10669
35,10697
35,10701
35,3713
35,10570
35,10807
35,8299
35,10372
35,10373
35,5090
35,5091
35,6388
35,5089
35,5092
35,10756
35,2053
35,2310
35,11810
35,11765
35,11777
35,6434
35,11734
35,11902
35,11763
35,2732
36,2924
36,7817
36,3113
37,6848
37,8558
37,9584
37,9589
37,9591
37,10527
37,10560
37,3714
37,10689
37,10916
37,10557
37,11903
37,10726
37,11614
37,3603
38,5185
