user_id,item_id,timestamp
0,1104,978300760
0,639,978302109
0,853,978301968
0,3177,978300275
0,2162,978824291
0,1107,978302268
0,1195,978302039
0,2599,978300719
0,580,978302268
0,858,978301368
0,581,978824268
0,877,978301752
0,2205,978302281
0,2710,978302124
0,970,978301753
0,2586,978302188
0,2483,978824268
0,1838,978301777
0,2889,978301713
0,2592,978302039
0,2128,978302205
0,689,978300760
0,1178,978300055
0,513,978824195
0,2147,978300103
0,47,978824351
0,1025,978301953
0,1574,978300055
0,1421,978824139
0,708,978824268
0,2102,978824291
0,2969,978300019
0,1439,978824330
0,574,978824268
0,1727,978824330
0,740,978824291
0,1658,978300172
0,957,978300055
0,2557,978302091
0,144,978301777
0,0,978824268
0,1781,978301590
0,1782,978301753
0,2488,978301570
0,253,978300760
0,963,978301777
0,964,978302205
0,1117,978300719
0,1848,978301619
0,517,978302149
0,2898,978302174
0,593,978301398
0,1154,978302091
1,1259,978298709
1,2853,978299000
1,1414,978299620
1,626,978299351
1,2013,978299297
1,627,978299913
1,2078,978299297
1,2426,978300051
1,1031,978298905
1,2708,978299809
1,3235,978298542
1,1120,978298151
1,1623,978299941
1,1550,978300174
1,1123,978298458
1,3341,978298958
1,2674,978300002
1,2816,978298434
1,1127,978298151
1,2889,978298673
1,420,978300174
1,1945,978300123
1,2891,978300002
1,2892,978299712
1,2821,978298625
1,1161,978299120
1,1478,978299809
1,283,978300123
1,2046,978299220
1,2856,978299120
1,841,978298905
1,358,978300002
1,1167,978298841
1,2931,978298652
1,1420,978300174
1,1201,978298261
1,1099,978299620
1,3031,978299321
1,3032,978299839
1,3033,978300073
1,106,978298625
1,2086,978299889
1,2296,978299966
1,1656,978298813
1,3238,978298814
1,575,978299773
1,1553,978300051
1,3412,978298814
1,2645,978298958
1,1765,978298458
1,920,978299269
1,1693,978298542
1,2651,978298434
1,1135,978298391
1,1848,978299773
1,501,978298542
1,428,978300025
1,2120,978299046
1,258,978299026
1,1306,978299839
1,1012,978298813
1,3457,978299173
1,466,978299809
1,1337,978299297
1,1886,978298625
1,1173,978299712
1,1271,978299889
1,1104,978298413
1,1631,978300002
1,1273,978299941
1,2160,978299861
1,3107,978298958
1,2234,978299913
1,576,978299083
1,1106,978298730
1,1428,978299941
1,702,978300100
1,1108,978298124
1,579,978298517
1,2166,978299666
1,92,978300143
1,2512,978298196
1,2374,978299773
1,1737,978300174
1,2203,978299641
1,3493,978298814
1,1773,978298775
1,1466,978300025
1,3566,978299712
1,1774,978298841
1,1775,978299200
1,228,978299351
1,1047,978299418
1,1777,978298750
1,157,978299809
1,20,978299839
1,159,978300002
1,2128,978299666
1,1018,978298580
1,370,978299809
1,2307,978298600
1,339,978299839
1,443,978299773
1,1024,978299386
1,859,978298775
1,445,978300002
1,1406,978299839
1,3186,978299809
1,1286,978299966
1,3219,978298924
1,2879,978298517
1,737,978299966
1,484,978299418
1,2523,978298881
1,1822,978300100
1,1782,978298813
1,1618,978298841
1,2735,978298372
1,1826,978299861
1,309,978298413
1,1117,978298478
1,1788,978298881
1,3436,978299250
1,1152,978299143
1,346,978299686
1,1153,978299200
1,1154,978299418
1,3647,978299535
1,1155,978298652
2,3189,978298147
2,1504,978298430
2,627,978297867
2,1295,978298147
2,3301,978297068
2,101,978298486
2,2530,978297867
2,1120,978297600
2,1327,978297095
2,3622,978298486
2,1007,978298296
2,2785,978298147
2,1483,978297710
2,1199,978297600
2,1167,978298296
2,632,978297757
2,1986,978297600
2,1449,978297663
2,3379,978298201
2,253,978297512
2,2651,978297039
2,2898,978298103
2,982,978297805
2,1169,978297663
2,538,978297837
2,466,978297690
2,1173,978298316
2,1174,978297396
2,699,978297757
2,1106,978297539
2,576,978297439
2,2162,978298430
2,1107,978297570
2,1108,978297570
2,1279,978297419
2,579,978297018
2,1280,978297419
2,3318,978298459
2,1212,978298166
2,1178,978298231
2,2277,978297777
2,2952,978297570
2,2415,978297837
2,1781,978297095
2,3429,978297419
2,1826,978297757
2,2664,978297539
2,1934,978297777
2,1788,978297068
2,1059,978298079
2,1900,978298504
3,3235,978294008
3,1120,978293924
3,2743,978294282
3,1124,978294260
3,971,978294282
3,253,978294199
3,1848,978294230
3,466,978294008
3,1106,978294199
3,1108,978294199
3,1774,978294282
3,1025,978293964
3,3186,978294260
3,3460,978294260
3,2173,978294230
3,1288,978294199
3,3294,978294008
3,1111,978294230
3,2488,978294230
3,2739,978294230
3,1148,978294260
4,2775,978243170
4,2140,978242607
4,1087,978244759
4,38,978245037
4,279,978246585
4,2144,978243121
4,1413,978245513
4,1293,978245645
4,2078,978246033
4,1356,978245695
4,804,978244493
4,1546,978246108
4,810,978245334
4,1547,978244540
4,2708,978245645
4,2565,978241981
4,209,978245422
4,1603,978245513
4,487,978244001
4,3341,978243803
4,492,978245999
4,1158,978241112
4,3550,978243170
4,495,978245829
4,40,978244692
4,1478,978245645
4,1877,978245740
4,3556,978243937
4,2785,978241556
4,46,978245334
4,2495,978243085
4,287,978244177
4,567,978244808
4,1485,978244025
4,694,978244759
4,290,978242934
4,2864,978246162
4,2364,978242977
4,1729,978246479
4,144,978245763
4,217,978245829
4,3486,978244568
4,222,978246528
4,5,978245916
4,2794,978245422
4,2651,978241390
4,980,978244114
4,501,978245891
4,754,978244540
4,49,978244205
4,50,978246479
4,1102,978246426
4,1103,978244493
4,699,978245763
4,2865,978243054
4,367,978245999
4,2160,978245790
4,1176,978245948
4,2867,978244114
4,2234,978246450
4,3280,978243896
4,2235,978242541
4,2162,978241981
4,2090,978244667
4,3281,978243869
4,1430,978244540
4,1732,978244624
4,579,978244177
4,2166,978245568
4,2511,978242607
4,1371,978246576
4,2512,978241072
4,2374,978244493
4,2097,978244568
4,156,978244624
4,1050,978241390
4,2803,978242016
4,1889,978243121
4,1563,978244517
4,2947,978244852
4,2244,978244759
4,2099,978244808
4,1500,978245314
4,1187,978245314
4,2516,978243121
4,2518,978242788
4,1741,978246162
4,2520,978246162
4,1743,978245314
4,2383,978242607
4,3155,978245948
4,3502,978243896
4,907,978242847
4,835,978244493
4,2807,978245916
4,1621,978244603
4,309,978244177
4,170,978244568
4,447,978244893
4,593,978244177
4,1325,978245829
4,1978,978244808
4,1569,978245891
4,1506,978245916
4,3025,978245916
4,2959,978243085
4,1572,978244205
4,2601,978243085
4,2529,978242788
4,1512,978244667
4,312,978245863
4,1833,978242934
4,2884,978245645
4,2744,978245790
4,1123,978244177
4,1625,978245966
4,2400,978242323
4,1384,978245314
4,2889,978246576
4,2748,978242541
4,1391,978244962
4,1574,978245763
4,1575,978246108
4,1513,978245314
4,847,978241072
4,1449,978245999
4,1516,978245891
4,2191,978245708
4,1581,978245763
4,3243,978245916
4,2683,978245445
4,2897,978242323
4,1848,978244053
4,15,978245645
4,258,978245037
4,1849,978246555
4,188,978246108
4,537,978246504
4,1394,978242977
4,2832,978244962
4,2126,978242640
4,1398,978245568
4,1017,978244205
4,3036,978245065
4,852,978242740
4,1582,978244603
4,3177,978242323
4,3178,978242541
4,2405,978242607
4,1342,978244830
4,1584,978245740
4,1585,978246450
4,2197,978242679
4,1586,978245334
4,3042,978246162
4,3043,978244893
4,858,978241072
4,3384,978243803
4,2202,978243054
4,1463,978245548
4,2480,978241434
4,398,978245891
4,2554,978242080
4,931,978244540
4,1704,978246576
4,1705,978245568
4,265,978245487
4,23,978242934
4,2837,978241434
4,338,978245863
4,2130,978245445
4,1021,978242080
4,28,978245065
4,548,978244603
4,1023,978245065
4,1406,978246479
4,1408,978245037
4,3186,978244962
4,2007,978241390
4,483,978245687
4,196,978246033
4,1593,978245663
4,2701,978241981
4,2557,978243054
4,2488,978242977
4,1786,978245931
4,3266,978245065
4,343,978246504
4,31,978244962
4,1151,978244001
4,1717,978246426
4,1083,978244852
4,3543,978241981
4,33,978244603
4,346,978241112
4,347,978245829
4,35,978244808
4,683,978244493
5,2213,978236670
5,1029,978236670
5,3475,978238371
5,965,978237691
5,1551,978237570
5,970,978237767
5,3341,978238195
5,354,978237570
5,3268,978236670
5,2857,978236075
5,358,978237909
5,287,978237379
5,47,978237570
5,2859,978238036
5,1099,978236771
5,3275,978238036
5,574,978237511
5,0,978237008
5,978,978236219
5,2651,978236809
5,367,978236383
5,576,978237232
5,581,978237511
5,583,978239019
5,373,978237909
5,2312,978236975
5,3291,978236719
5,1439,978237570
5,1441,978238948
5,1826,978236122
5,1900,978236567
5,1901,978236975
5,3360,978237813
5,3364,978237767
5,2597,978236612
5,3301,978236219
5,3303,978238230
5,1120,978236219
5,3510,978238195
5,3440,978238036
5,1837,978237813
5,3443,978236519
5,3370,978237813
5,1204,978236519
5,786,978237444
5,942,978238036
5,1767,978237767
5,2755,978237273
5,259,978237909
5,16,978236383
5,3457,978236567
5,1336,978236383
5,1016,978236670
5,851,978236122
5,193,978237570
5,853,978237767
5,3177,978238230
5,1634,978236876
5,3384,978238256
5,2276,978236670
5,2203,978236809
5,1919,978236567
5,1779,978236612
5,2128,978237034
