user_id,item_id,timestamp
5966,0,1396828800
8453,0,1385164800
5589,0,1324339200
6282,0,1386028800
9191,0,1378425600
5366,0,1392595200
8278,0,1335398400
976,1,1373846400
4455,1,1329091200
3256,1,1399075200
6591,1,1357257600
1750,1,1400716800
2058,1,1369526400
3247,1,1383696000
1487,1,1403136000
4152,1,1385510400
4767,2,1403308800
6591,2,1378771200
8069,2,1344211200
9561,2,1357430400
10415,2,1353801600
1446,3,1333670400
8800,3,1386201600
6455,3,1357344000
9552,3,1388534400
8083,3,1328486400
4327,3,1363910400
3412,3,1356739200
10014,3,1360800000
7778,3,1238544000
5024,3,1374192000
4338,4,1365638400
8187,4,1395446400
7868,4,1395705600
7918,4,1355529600
10324,4,1370304000
10302,4,1388188800
580,4,1255305600
6566,4,1400198400
4973,4,1393286400
2843,4,1388016000
7663,4,1273708800
9874,4,1332806400
5854,4,1398816000
3353,4,1355356800
9860,4,1376784000
8642,4,1384387200
6401,4,1404000000
10326,4,1359676800
3985,4,1358899200
8347,4,1373846400
8159,4,1390694400
8178,4,1353974400
1102,4,1318204800
194,5,1360195200
8139,5,1386806400
6315,5,1339545600
670,5,1348185600
7229,5,1347494400
1067,5,1404518400
5261,5,1399248000
1290,5,1356739200
9809,5,1358208000
1235,5,1377043200
5,5,1383523200
63,5,1291075200
10026,5,1384732800
7767,5,1367280000
9692,5,1374710400
2870,5,1394236800
8824,5,1378166400
8143,5,1387670400
8894,5,1348876800
8221,5,1356393600
3510,5,1309910400
10369,5,1389139200
5834,6,1308441600
181,6,1373500800
3748,6,1379808000
2114,6,1399161600
4397,6,1377475200
7101,6,1397779200
762,6,1358985600
9061,6,1372118400
7214,6,1376265600
396,6,1365206400
3399,6,1380585600
2072,6,1345939200
6,7,1394755200
6476,7,1292371200
8032,7,1327708800
7890,7,1399766400
9566,7,1361836800
5032,7,1355529600
677,7,1377129600
9982,7,1380672000
1389,7,1382486400
6340,7,1394323200
34,7,1391558400
9270,7,1382918400
6987,7,1356739200
4043,8,1338854400
6072,8,1358380800
233,8,1366761600
9239,8,1352505600
3649,8,1093651200
3040,8,1293148800
5054,9,1368835200
8714,9,1394496000
2680,9,1262908800
2857,9,1253404800
5903,9,1360108800
8575,9,1379635200
1283,9,1393459200
5044,10,1357344000
8822,10,1307923200
1354,10,1382400000
9891,10,1400630400
4902,10,1403308800
217,10,1383436800
8561,10,1381968000
6590,10,1359849600
2745,10,1344297600
3832,10,1361491200
5491,10,1376265600
6463,10,1366675200
6747,10,1395014400
5007,10,1329868800
3649,10,1071619200
5893,10,1316131200
3410,10,1358640000
5504,11,1335657600
4767,11,1362268800
2267,11,1388102400
9939,11,1368921600
8083,11,1403481600
857,11,1357516800
5007,11,1343865600
9137,11,1312848000
9396,11,1395792000
2560,11,1341273600
5620,12,1296345600
93,12,1363564800
4262,12,1313539200
6113,12,1301097600
3399,12,1052611200
3541,13,1385078400
8932,13,1383177600
9460,13,1392336000
6875,13,1360886400
4564,13,1355443200
4934,13,1404172800
1461,13,1386892800
5047,13,1336176000
8284,13,1390953600
9294,13,1333843200
3489,13,1402358400
5957,13,1337558400
8688,13,1375228800
7989,13,1218499200
8080,13,1366502400
6399,13,1376352000
987,14,1317945600
5195,14,1353456000
8280,14,1336953600
3310,14,1393891200
7097,14,1363305600
5568,14,1383264000
275,14,1334448000
9250,14,1362960000
4934,14,1365379200
1510,14,1361664000
7798,14,1354665600
8876,14,1336608000
725,14,1340582400
421,14,1395619200
4623,14,1318204800
3754,14,1357776000
4739,14,1353974400
5564,14,1325721600
5945,14,1366070400
2214,14,1335830400
2358,14,1378512000
2844,14,1367280000
8575,14,1379635200
8057,14,1373673600
4390,14,1350000000
5353,14,1364256000
1349,14,1390521600
980,14,1366416000
6675,15,1184544000
9342,15,1084233600
10521,15,1390348800
261,15,1146787200
8832,15,1363910400
4758,15,1376006400
6756,15,1295568000
7786,15,1305590400
6375,15,1391904000
1899,16,1383436800
816,16,1270684800
5335,16,1379289600
9576,16,1373587200
9886,16,1381276800
6341,16,1382572800
4734,16,1246924800
435,17,1362700800
2362,17,1355356800
7143,17,1217894400
6819,17,1375142400
8568,17,1388620800
3168,17,1343433600
7470,17,1377734400
8228,17,1327190400
2681,17,1390780800
1743,18,1354492800
8705,18,1374969600
3932,18,1377648000
9533,18,1359849600
2701,18,1392854400
6254,18,1309219200
10465,18,1342137600
6913,18,1374883200
5677,18,1357344000
9962,18,1376179200
9535,18,1365465600
2328,18,1383696000
7470,18,1384560000
9132,18,1370044800
9137,18,1262736000
6779,18,1358035200
2912,18,1374364800
9078,18,1363737600
9741,19,1397347200
492,19,1340323200
5045,19,1360454400
10081,19,1287964800
453,19,1356048000
701,19,1370476800
6381,19,1239321600
9342,19,1279843200
1977,19,1261267200
9533,19,1357430400
670,19,1343260800
6254,19,1309219200
10161,19,1294012800
6826,19,1294099200
7143,19,1217894400
6819,19,1375142400
9165,19,1403049600
1456,19,1400544000
10183,19,1374624000
1846,19,1177977600
9962,19,1388188800
3231,19,1377302400
8783,19,1383264000
6809,19,1362700800
4786,19,1376092800
5461,19,1352419200
7708,19,1399420800
1073,19,1343520000
1896,19,1293580800
7408,19,1326326400
4898,19,1329955200
10246,19,1126483200
2992,19,1290124800
893,19,1375574400
8733,19,1363392000
10240,19,1369008000
9470,19,1384300800
8930,19,1379635200
6779,19,1358035200
2912,19,1374364800
2115,19,1379289600
4298,19,1361232000
9078,19,1318464000
1135,19,1380585600
10134,19,1353801600
4092,20,1388707200
5462,20,1265241600
10484,20,1384300800
7234,20,1402272000
5338,20,1358121600
10133,20,1319500800
1515,21,1203033600
2957,21,1385337600
7315,21,1154822400
5034,21,1319932800
10014,21,1324857600
8759,21,1367452800
9783,21,1166832000
2278,22,1300579200
5855,22,1328572800
4033,22,1321228800
5546,22,1368489600
6089,22,1371513600
8198,22,1376006400
8096,22,1371772800
1492,22,1277596800
9552,22,1388448000
314,22,1230249600
10489,22,1362528000
6190,22,1359072000
7543,22,1388534400
2566,22,1404259200
10014,22,1324857600
8797,22,1389657600
5339,22,1388707200
1582,22,1401148800
10006,22,1369526400
7155,22,1302220800
6735,22,1261353600
8738,22,1389571200
2223,22,1389139200
7659,22,1389744000
9295,22,1362096000
6278,22,1361750400
10226,22,1363651200
2609,22,1324080000
5500,22,1322697600
8565,23,1349568000
2034,23,1301875200
7257,23,1343952000
4370,23,1370649600
2793,23,1399420800
1538,23,1371859200
2692,23,1394323200
9672,23,1331856000
8083,23,1302566400
8783,23,1392940800
8517,23,1307491200
5934,23,1379721600
4600,23,1367625600
777,23,1317600000
5830,23,1375056000
9498,23,1286323200
6930,23,1379376000
6796,23,1326240000
10287,23,1362787200
10260,23,1362787200
4712,23,1376352000
371,23,1355616000
6323,23,1378425600
10313,23,1362700800
6502,23,1360713600
2621,23,1321920000
1598,23,1392595200
5100,23,1369353600
1283,23,1351468800
4380,23,1367625600
4766,23,1359849600
7801,23,1334275200
3002,24,1357948800
5201,24,1393459200
7445,24,1340236800
491,24,1397692800
1142,24,1373328000
1213,24,1395446400
4362,24,1395360000
6723,24,1368835200
261,24,1146787200
2871,24,1325808000
8838,24,1402790400
1831,24,1221177600
6104,24,1354492800
8781,24,1351036800
4734,24,1386547200
7190,24,1383436800
1296,24,1363564800
4055,24,1248393600
8170,25,1348531200
5834,25,1338854400
6291,25,1358467200
23,25,1327276800
9943,25,1372809600
8079,25,1404518400
297,25,1371168000
4343,25,1374364800
1613,25,1360800000
3803,25,1376265600
569,25,1392076800
4993,25,1331337600
261,25,1146787200
10179,25,1369267200
3729,25,1313712000
5760,25,1349913600
6996,25,1388966400
9461,25,1367020800
1283,25,1351468800
8085,25,1361059200
2349,25,1399248000
2747,26,1329696000
8543,26,1358208000
3404,26,1324425600
1246,26,1303776000
8664,26,1313798400
3326,26,1386720000
9275,26,1355529600
9616,26,1384473600
502,26,1402272000
10211,26,1369526400
6397,26,1372723200
2332,26,1391472000
8083,26,1361750400
5406,26,1352332800
3887,26,1354579200
10308,26,1240358400
5738,26,1228176000
2423,26,1378512000
10344,26,1400112000
212,26,1360022400
8534,26,1391731200
8981,26,1330128000
1627,26,1362787200
3083,26,1392422400
6564,26,1362441600
5281,26,1235260800
3418,26,1345939200
5821,26,1382832000
6380,26,1360886400
9482,26,1333497600
5847,27,1404950400
422,27,1383782400
2957,27,1380240000
4012,27,1394064000
5689,27,1394496000
5897,27,1404432000
6254,27,1373328000
9714,27,1404518400
1878,27,1372896000
8790,27,1336089600
5344,27,1367107200
7684,27,1398816000
2871,27,1396224000
3491,27,1388188800
6180,27,1403654400
2963,27,1367884800
4064,27,1380067200
2708,28,1393804800
918,28,1372723200
9920,28,1230768000
2338,28,1391817600
6079,28,1365897600
3234,28,1364860800
8617,28,1387152000
3423,28,1331251200
5383,28,1362441600
1209,28,1366156800
3634,28,1384646400
9270,28,1382918400
10380,29,1088467200
916,29,1383696000
3287,29,1403654400
8642,29,1369872000
9461,29,1383264000
4254,29,1402963200
10388,30,1351555200
6910,30,1358726400
5977,30,1367452800
7152,30,1354924800
7333,30,1367452800
7391,30,1317945600
8863,31,1330732800
2640,31,1281052800
8517,31,1307577600
2800,31,1356048000
5209,31,1325980800
10179,31,1369267200
7786,31,1305590400
582,31,1269648000
9075,31,1397001600
3432,32,1379376000
7251,32,1372982400
2973,32,1358985600
2445,32,1325894400
10118,32,1349308800
5964,32,1358812800
5562,32,1141862400
8089,32,1363046400
1613,32,1360800000
413,32,1353110400
7117,32,1365120000
6723,32,1363046400
777,32,1327622400
1317,32,1317945600
7498,32,1323475200
1407,32,1361491200
7089,32,1367366400
943,32,1353024000
3001,32,1322179200
2386,32,1365379200
9778,32,1360800000
8824,32,1378166400
10465,33,1255046400
3494,33,1235001600
1414,33,1128211200
2061,33,1371600000
4423,33,1355270400
8736,34,1392163200
2484,34,1364428800
9385,34,1274745600
2197,34,1383868800
7206,34,1336694400
9348,35,1395619200
